,industry,percentage,funds_raised,stage,country,laid_off_count,month,day,year
1090,17,0.265282,187.0,4,51,3,11,15,2022
1091,19,0.3,68.0,13,1,3,11,15,2022
1092,12,0.05,28.0,13,59,4,11,14,2022
1093,12,0.265282,791.0,13,59,4,11,14,2022
1094,8,0.2,200.0,12,59,4,11,14,2022
1095,21,0.85,405.0,4,59,2,11,14,2022
1096,24,0.15,90.0,12,14,2,11,14,2022
1097,26,0.13,240.0,5,59,2,11,14,2022
1098,12,0.265282,347.0,13,59,1,11,14,2022
1099,12,0.22,409.0,13,59,1,11,14,2022
1100,17,0.265282,212.0,13,59,1,11,14,2022
1101,18,0.08,100.0,0,59,0,11,14,2022
1102,3,0.265282,6.0,1,36,0,11,14,2022
1103,27,0.265282,12.0,0,36,0,11,14,2022
1104,9,0.265282,157.0,0,23,3,11,14,2022
1105,12,0.57,624.0,13,59,3,11,14,2022
1106,21,0.3,597.0,5,59,2,11,11,2022
1107,15,0.08,593.0,5,59,1,11,11,2022
1108,7,0.265282,2.0,1,8,0,11,11,2022
1109,17,0.265282,157.0,14,59,3,11,11,2022
1110,21,0.07,355.0,13,59,3,11,11,2022
1111,27,0.12,1300.0,13,23,4,11,10,2022
1112,2,0.3,1500.0,0,59,4,11,10,2022
1113,7,0.06,665.0,13,59,2,11,10,2022
1114,4,0.27,119.0,5,59,1,11,10,2022
1115,3,0.265282,549.0,13,59,1,11,10,2022
1116,19,0.1,326.0,13,59,1,11,10,2022
1117,17,0.265282,18.0,0,59,0,11,10,2022
1118,3,0.48,11.0,2,59,0,11,10,2022
1119,25,0.25,157.0,0,59,3,11,10,2022
1120,5,0.265282,81.0,3,59,3,11,10,2022
1121,15,0.1,200.0,4,59,3,11,10,2022
1122,9,0.265282,13.0,1,1,3,11,10,2022
1123,10,1.0,157.0,0,59,3,11,10,2022
1124,19,0.265282,277.0,4,59,3,11,10,2022
1125,2,0.13,26000.0,13,59,4,11,9,2022
1126,21,0.13,320.0,13,59,4,11,9,2022
1127,21,0.4,310.0,4,59,4,11,9,2022
1128,28,0.22,686.0,12,59,2,11,9,2022
1129,7,0.2,527.0,13,59,2,11,9,2022
1130,17,0.15,6.0,14,59,2,11,9,2022
1131,2,0.265282,165.0,0,59,1,11,9,2022
1132,12,0.1,20.0,2,22,0,11,9,2022
1133,2,0.07,244.0,14,59,0,11,9,2022
1134,7,0.265282,475.0,4,22,0,11,9,2022
1135,17,0.15,69.0,4,59,0,11,9,2022
1136,17,0.265282,72.0,14,59,3,11,9,2022
1137,4,0.12,78.0,12,28,3,11,9,2022
1138,5,0.265282,458.0,13,59,1,11,9,2022
1139,12,1.0,81.0,3,59,3,11,9,2022
1140,19,0.1,44.0,13,59,3,11,9,2022
1141,18,0.265282,2100.0,13,52,3,11,9,2022
1142,19,0.265282,476.0,13,59,2,11,8,2022
1143,12,0.5,257.0,3,59,1,11,8,2022
1144,0,0.16,300.0,13,59,3,11,8,2022
1145,27,0.265282,6.0,3,19,3,11,8,2022
1146,12,0.1,731.0,13,59,3,11,8,2022
1147,19,0.11,157.0,14,59,3,11,8,2022
1148,24,0.01,65.0,13,59,4,11,7,2022
1149,5,0.1,838.0,9,22,4,11,7,2022
1150,26,0.05,85.0,14,59,4,11,7,2022
1151,7,0.12,280.0,12,5,2,11,7,2022
1152,25,0.15,137.0,0,59,3,11,7,2022
1153,4,0.25,223.0,7,59,3,11,7,2022
1154,25,0.05,30.0,13,59,2,11,6,2022
1155,5,0.265282,148.0,5,41,0,11,6,2022
1156,5,0.265282,14.0,0,22,3,11,6,2022
1157,2,0.5,12900.0,13,59,4,11,4,2022
1158,23,0.265282,1500.0,0,22,4,11,4,2022
1159,19,1.0,5.0,14,17,2,11,4,2022
1160,7,0.08,180.0,0,23,1,11,4,2022
1161,3,0.22,60.0,0,59,1,11,4,2022
1162,23,0.14,380.0,2,59,3,11,4,2022
1163,3,0.1,260.0,4,59,3,11,4,2022
1164,7,0.14,2300.0,9,59,4,11,3,2022
1165,27,0.13,4900.0,13,59,4,11,3,2022
1166,7,0.265282,157.0,13,59,2,11,3,2022
1167,7,0.15,428.0,4,59,2,11,3,2022
1168,9,0.265282,8300.0,13,17,2,11,3,2022
1169,15,0.2,154.0,6,59,1,11,3,2022
1170,7,0.01,1500.0,13,59,3,11,3,2022
1171,21,0.265282,1300.0,0,59,3,11,3,2022
1172,17,0.1,16.0,13,59,3,11,3,2022
1173,9,0.265282,150.0,4,59,3,11,3,2022
1174,12,0.82,445.0,13,59,3,11,3,2022
1175,21,0.15,253.0,5,59,3,11,3,2022
1176,5,0.265282,50.0,3,59,0,11,3,2022
1177,21,0.18,1900.0,13,59,4,11,2,2022
1178,7,0.12,2300.0,8,59,2,11,2,2022
1179,7,0.1,468.0,9,59,2,11,2,2022
1180,3,0.22,607.0,5,59,2,11,2,2022
1181,25,0.1,92.0,4,25,2,11,2,2022
1182,7,0.15,188.0,0,17,2,11,2,2022
1183,9,0.5,103.0,4,59,1,11,2,2022
1184,3,0.13,157.0,0,59,0,11,2,2022
1185,3,0.3,0.0,1,47,3,11,2,2022
1186,25,0.265282,8.0,14,37,3,11,2,2022
1187,27,0.265282,3600.0,0,59,4,11,1,2022
1188,28,0.265282,157.0,14,59,2,11,1,2022
1189,19,0.265282,157.0,13,59,2,11,1,2022
1190,7,0.07,144.0,13,59,2,11,1,2022
1191,22,0.33,148.0,4,59,1,11,1,2022
1192,9,0.18,377.0,0,52,1,11,1,2022
1193,9,0.18,477.0,0,37,1,11,1,2022
1194,9,0.06,479.0,0,37,1,11,1,2022
1195,17,0.05,300.0,4,7,1,11,1,2022
1196,17,0.265282,56.0,3,7,0,11,1,2022
1197,2,0.265282,157.0,0,5,0,11,1,2022
1198,12,0.2,212.0,4,59,3,11,1,2022
1199,26,0.265282,28.0,3,59,0,11,1,2022
1200,12,0.1,568.0,5,52,4,10,31,2022
1201,14,0.265282,213.0,5,59,1,10,31,2022
1202,7,0.27,11.0,3,59,0,10,31,2022
1203,7,0.2,85.0,3,59,0,10,31,2022
1204,23,0.265282,17.0,2,22,0,10,31,2022
1205,5,0.3,49.0,3,22,3,10,31,2022
1206,23,0.265282,108.0,13,59,2,10,28,2022
1207,9,1.0,35.0,3,59,2,10,28,2022
1208,12,0.21,157.0,0,59,0,10,28,2022
1209,9,0.35,11.0,4,17,3,10,28,2022
1210,1,0.43,163.0,3,7,2,10,27,2022
1211,7,0.17,277.0,3,59,1,10,27,2022
1212,10,0.265282,328.0,7,59,0,10,27,2022
1213,18,1.0,157.0,1,22,3,10,27,2022
1214,23,0.265282,157.0,0,59,3,10,27,2022
1215,11,0.08,157.0,13,59,4,10,26,2022
1216,8,0.15,114.0,13,59,4,10,26,2022
1217,21,0.05,97.0,13,59,4,10,26,2022
1218,25,0.17,750.0,7,59,2,10,26,2022
1219,27,0.265282,3600.0,0,59,2,10,26,2022
1220,7,0.12,157.0,2,59,1,10,26,2022
1221,11,0.265282,683.0,6,59,3,10,26,2022
1222,7,0.42,553.0,5,59,2,10,25,2022
1223,7,0.12,142.0,4,59,0,10,25,2022
1224,10,0.5,15.0,1,25,0,10,25,2022
1225,18,0.35,157.0,5,59,3,10,25,2022
1226,15,0.265282,1100.0,6,59,3,10,25,2022
1227,12,0.05,157.0,13,34,4,10,24,2022
1228,12,0.2,462.0,4,59,4,10,24,2022
1229,25,0.14,849.0,7,59,2,10,24,2022
1230,21,0.265282,214.0,0,17,2,10,24,2022
1231,19,0.04,336.0,5,5,1,10,24,2022
1232,12,0.16,86.0,0,25,1,10,23,2022
1233,12,0.38,36.0,0,25,0,10,23,2022
1234,24,0.1,138.0,12,59,2,10,21,2022
1235,25,0.01,157.0,13,59,2,10,21,2022
1236,7,0.33,30.0,0,17,1,10,21,2022
1237,12,0.3,4.0,2,22,0,10,21,2022
1238,27,0.54,575.0,13,59,3,10,21,2022
1239,17,0.12,127.0,4,5,2,10,20,2022
1240,21,0.46,151.0,4,59,1,10,20,2022
1241,20,0.11,203.0,4,59,0,10,20,2022
1242,24,0.265282,5.0,12,59,0,10,20,2022
1243,27,0.265282,629.0,13,58,3,10,20,2022
1244,21,0.2,365.0,6,59,3,10,20,2022
1245,19,0.5,260.0,13,59,2,10,20,2022
1246,9,0.265282,3400.0,9,59,4,10,19,2022
1247,7,0.3,177.0,3,59,0,10,19,2022
1248,25,0.12,88.0,3,58,0,10,19,2022
1249,21,0.265282,13.0,3,59,3,10,19,2022
1250,4,0.265282,596.0,8,4,3,10,19,2022
1251,21,0.265282,313.0,0,59,3,10,19,2022
1252,23,0.07,1700.0,8,59,1,10,18,2022
1253,23,0.21,71.0,13,59,1,10,18,2022
1254,12,0.265282,189.0,3,17,0,10,17,2022
1255,17,0.05,157.0,0,0,1,10,17,2022
1256,19,0.265282,1.0,13,59,3,10,17,2022
1257,3,1.0,42.0,3,17,3,10,17,2022
1258,18,0.21,235.0,0,59,0,10,16,2022
1259,11,0.265282,157.0,0,9,3,10,16,2022
1260,21,0.27,157.0,0,59,4,10,14,2022
1261,9,0.19,122.0,13,59,3,10,14,2022
1262,7,1.0,9.0,0,58,3,10,14,2022
1263,5,1.0,157.0,1,22,3,10,14,2022
1264,24,0.265282,65.0,13,59,1,10,13,2022
1265,2,1.0,10.0,14,59,1,10,13,2022
1266,25,0.265282,61.0,4,59,3,10,13,2022
1267,5,0.05,5500.0,12,22,4,10,12,2022
1268,24,0.1,426.0,6,59,2,10,12,2022
1269,19,0.265282,1500.0,13,52,2,10,12,2022
1270,5,0.75,17.0,2,22,0,10,12,2022
1271,12,0.1,657.0,7,59,4,10,11,2022
1272,7,0.265282,450.0,4,59,1,10,11,2022
1273,7,0.11,1500.0,5,59,2,10,11,2022
1274,21,0.3,217.0,4,59,2,10,11,2022
1275,19,0.265282,20.0,2,34,1,10,11,2022
1276,5,0.13,235.0,0,59,1,10,11,2022
1277,17,0.35,2.0,1,12,0,10,11,2022
1278,6,0.265282,16.0,2,58,3,10,11,2022
1279,3,0.265282,157.0,0,20,3,10,11,2022
1280,10,0.265282,157.0,1,59,0,10,11,2022
1281,9,0.265282,367.0,13,59,4,10,10,2022
1282,17,0.11,1100.0,13,59,1,10,10,2022
1283,13,0.96,103.0,5,59,1,10,10,2022
1284,12,0.2,315.0,4,59,1,10,10,2022
1285,13,0.33,58.0,0,59,3,10,10,2022
1286,23,1.0,157.0,14,59,3,10,9,2022
1287,12,0.04,585.0,13,59,2,10,7,2022
1288,4,0.265282,30.0,5,59,1,10,7,2022
1289,3,0.3,156.0,0,48,4,10,6,2022
1290,8,0.12,1900.0,13,59,4,10,6,2022
1291,21,0.265282,347.0,4,59,2,10,6,2022
1292,5,0.05,157.0,14,59,1,10,6,2022
1293,9,0.06,1900.0,9,59,1,10,6,2022
1294,7,0.265282,645.0,0,48,3,10,6,2022
1295,7,0.265282,29.0,3,35,3,10,6,2022
1296,7,0.4,58.0,3,59,3,10,6,2022
1297,18,0.265282,2100.0,13,52,3,10,6,2022
1298,22,0.25,29.0,4,59,1,10,5,2022
1299,12,0.5,73.0,3,59,3,10,5,2022
1300,26,0.09,253.0,13,59,2,10,4,2022
1301,27,0.16,105.0,3,1,1,10,4,2022
1302,21,0.13,35.0,3,59,0,10,4,2022
1303,4,0.05,157.0,5,59,3,10,4,2022
1304,7,0.05,534.0,5,23,3,10,4,2022
1305,17,0.15,360.0,4,59,3,10,3,2022
1306,8,0.265282,298.0,4,59,0,10,3,2022
1307,3,0.4,157.0,14,22,1,10,2,2022
1308,27,0.1,8.0,14,59,1,9,30,2022
1309,27,0.1,607.0,6,31,3,9,30,2022
1310,9,1.0,157.0,0,59,0,9,30,2022
1311,12,0.265282,255.0,5,59,3,9,30,2022
1312,23,0.265282,237.0,13,17,2,9,29,2022
1313,13,0.2,173.0,5,59,0,9,29,2022
1314,7,0.1,385.0,0,17,3,9,29,2022
1315,10,0.265282,107.0,5,17,3,9,29,2022
1316,24,0.09,536.0,13,59,4,9,28,2022
1317,26,0.265282,203.0,5,59,3,9,28,2022
1318,27,0.1,575.0,13,59,3,9,28,2022
1319,21,0.12,180.0,3,59,0,9,27,2022
1320,4,0.265282,692.0,0,58,3,9,27,2022
1321,9,0.265282,2900.0,0,59,3,9,24,2022
1322,7,0.265282,706.0,6,59,2,9,23,2022
1323,7,0.15,150.0,3,17,1,9,23,2022
1324,9,0.035,166.0,4,59,0,9,23,2022
1325,25,0.05,474.0,5,7,0,9,23,2022
1326,19,1.0,6.0,1,59,3,9,23,2022
1327,3,0.33,1400.0,12,59,2,9,22,2022
1328,7,0.265282,3700.0,0,52,2,9,22,2022
1329,23,0.35,136.0,5,58,3,9,22,2022
1330,0,1.0,1.0,0,59,2,9,21,2022
1331,10,0.265282,5.0,1,59,3,9,21,2022
1332,21,0.265282,1600.0,13,59,4,9,20,2022
1333,12,0.265282,8.0,1,59,2,9,20,2022
1334,26,0.16,190.0,4,7,1,9,20,2022
1335,27,0.02,244.0,14,5,1,9,20,2022
1336,27,0.1,282.0,13,59,3,9,20,2022
1337,23,0.04,62.0,14,59,3,9,20,2022
1338,27,0.265282,5000.0,11,22,2,9,19,2022
1339,12,0.43,75.0,3,59,0,9,19,2022
1340,17,0.02,456.0,7,59,3,9,19,2022
1341,9,0.265282,157.0,0,23,3,9,18,2022
1342,7,0.2,140.0,4,22,2,9,16,2022
1343,7,0.1,271.0,6,59,0,9,16,2022
1344,26,0.11,42.0,13,59,2,9,15,2022
1345,18,0.15,126.0,13,52,1,9,15,2022
1346,10,0.2,67.0,4,59,0,9,15,2022
1347,12,0.265282,90.0,3,59,3,9,15,2022
1348,17,0.07,108.0,0,59,3,9,15,2022
1349,19,0.11,614.0,13,59,4,9,14,2022
1350,17,0.3,137.0,3,17,1,9,14,2022
1351,19,0.05,604.0,5,17,1,9,14,2022
1352,18,0.265282,121900.0,13,59,0,9,14,2022
1353,13,0.14,83.0,4,21,3,9,14,2022
1354,12,0.75,445.0,13,59,2,9,13,2022
1355,7,0.05,1800.0,5,58,2,9,13,2022
1356,17,0.06,445.0,13,59,2,9,13,2022
1357,18,0.17,413.0,7,59,1,9,13,2022
1358,17,0.12,197.0,0,59,3,9,13,2022
1359,21,1.0,33.0,2,61,3,9,13,2022
1360,27,0.265282,28.0,14,5,1,9,12,2022
1361,4,0.265282,81.0,5,59,0,9,12,2022
1362,10,0.28,17.0,2,25,0,9,12,2022
1363,19,0.23,91.0,3,59,3,9,12,2022
1364,23,0.24,526.0,13,59,3,9,12,2022
1365,4,0.265282,84.0,3,59,3,9,12,2022
1366,9,0.265282,6.0,14,7,4,9,9,2022
1367,6,0.265282,145.0,4,1,1,9,9,2022
1368,18,0.265282,413.0,7,59,0,9,9,2022
1369,3,0.1,328.0,3,20,3,9,9,2022
1370,7,0.265282,33.0,2,13,3,9,9,2022
1371,7,1.0,125.0,5,59,3,9,9,2022
1372,5,0.265282,175.0,14,59,3,9,9,2022
1373,23,0.15,45.0,0,59,3,9,9,2022
1374,5,1.0,20.0,4,22,3,9,9,2022
1375,5,0.265282,686.0,5,2,2,9,8,2022
1376,23,0.08,120.0,0,54,1,9,8,2022
1377,12,0.265282,120.0,4,59,0,9,8,2022
1378,4,0.07,200.0,13,59,3,9,8,2022
1379,21,0.265282,157.0,14,59,3,9,8,2022
1380,9,1.0,173.0,0,12,2,9,7,2022
1381,9,0.265282,749.0,14,48,1,9,7,2022
1382,27,0.265282,24700.0,13,29,1,9,7,2022
1383,7,0.265282,172.0,0,22,1,9,7,2022
1384,26,0.05,240.0,5,59,1,9,7,2022
1385,20,0.05,469.0,7,59,1,9,7,2022
1386,24,0.03,143.0,9,59,0,9,7,2022
1387,4,0.265282,264.0,4,25,3,9,7,2022
1388,12,0.5,100.0,4,59,3,9,7,2022
1389,19,0.265282,100.0,5,25,3,9,7,2022
1390,12,0.33,42.0,3,59,0,9,6,2022
1391,14,0.33,41.0,4,25,0,9,6,2022
1392,21,0.14,108.0,4,59,3,9,6,2022
1393,18,0.25,163.0,0,59,3,9,6,2022
1394,7,0.05,91.0,3,36,0,9,2,2022
1395,23,0.265282,16.0,3,36,3,9,2,2022
1396,2,0.265282,8600.0,13,48,3,9,2,2022
1397,3,0.15,250.0,0,5,2,9,1,2022
1398,12,0.08,379.0,6,59,1,9,1,2022
1399,23,0.265282,122.0,13,7,1,9,1,2022
1400,8,0.15,95.0,0,17,1,9,1,2022
1401,7,0.265282,67.0,3,52,0,9,1,2022
1402,2,0.2,4900.0,13,59,4,8,31,2022
1403,12,0.16,910.0,13,59,2,8,31,2022
1404,7,0.1,188.0,0,17,2,8,31,2022
1405,7,0.1,1300.0,13,59,1,8,31,2022
1406,24,0.265282,496.0,7,59,1,8,31,2022
1407,2,0.265282,44.0,3,22,0,8,31,2022
1408,12,0.2,173.0,13,59,0,8,31,2022
1409,21,0.1,169.0,5,59,0,8,31,2022
1410,23,0.36,157.0,0,17,0,8,31,2022
1411,10,0.265282,221.0,0,59,3,8,31,2022
1412,21,1.0,117.0,4,59,3,8,31,2022
1413,19,0.265282,157.0,0,18,3,8,31,2022
1414,19,0.265282,212.0,5,59,1,8,30,2022
1415,25,0.1,123.0,4,58,0,8,30,2022
1416,23,0.265282,47.0,2,59,0,8,30,2022
1417,23,0.265282,1100.0,7,22,4,8,29,2022
1418,12,0.3,44.0,3,59,1,8,29,2022
1419,3,0.265282,310.0,4,59,3,8,29,2022
1420,2,0.265282,287.0,13,59,3,8,29,2022
1421,27,0.265282,231.0,13,25,3,8,28,2022
1422,19,0.265282,974.0,14,59,1,8,26,2022
1423,25,0.265282,1200.0,13,59,0,8,26,2022
1424,7,0.07,78.0,3,59,0,8,26,2022
1425,21,0.265282,905.0,0,59,3,8,26,2022
1426,9,0.265282,280.0,14,59,0,8,25,2022
1427,23,0.1,157.0,14,5,0,8,25,2022
1428,17,0.1,361.0,12,59,3,8,25,2022
1429,15,0.07,330.0,6,59,3,8,25,2022
1430,21,1.0,117.0,3,59,2,8,24,2022
1431,7,0.2,24.0,2,59,0,8,24,2022
1432,9,0.265282,157.0,0,59,3,8,24,2022
1433,27,0.16,646.0,5,17,2,8,23,2022
1434,23,0.2,472.0,0,59,2,8,23,2022
1435,19,0.08,91.0,4,7,1,8,23,2022
1436,10,0.08,114.0,4,59,0,8,23,2022
1437,10,0.5,3.0,1,59,0,8,23,2022
1438,4,0.26,1000.0,8,59,3,8,23,2022
1439,23,0.265282,157.0,13,1,3,8,23,2022
1440,5,0.265282,136.0,0,59,3,8,23,2022
1441,9,0.17,73.0,2,59,3,8,22,2022
1442,23,1.0,56.0,0,22,3,8,22,2022
1443,25,0.14,1.0,1,25,2,8,21,2022
1444,25,0.1,21.0,14,59,1,8,21,2022
1445,17,0.03,187.0,5,59,0,8,20,2022
1446,23,0.05,1700.0,13,59,4,8,19,2022
1447,7,0.265282,2300.0,9,59,1,8,19,2022
1448,3,0.8,157.0,0,48,0,8,19,2022
1449,13,0.05,214.0,13,59,2,8,18,2022
1450,12,0.17,215.0,4,59,0,8,18,2022
1451,7,0.265282,704.0,5,59,3,8,18,2022
1452,12,0.1,209.0,4,59,3,8,18,2022
1453,17,0.05,178.0,5,7,3,8,18,2022
1454,25,0.14,80.0,3,59,2,8,17,2022
1455,19,0.82,157.0,1,5,1,8,17,2022
1456,3,0.21,157.0,0,1,1,8,17,2022
1457,19,0.265282,74.0,4,59,1,8,17,2022
1458,3,0.2,157.0,2,59,1,8,17,2022
1459,7,0.265282,104.0,4,5,1,8,17,2022
1460,12,0.14,293.0,5,7,1,8,16,2022
1461,4,0.09,205.0,5,25,0,8,16,2022
1462,10,0.15,11.0,2,59,0,8,16,2022
1463,3,0.265282,156.0,0,48,3,8,16,2022
1464,5,1.0,77.0,14,59,3,8,16,2022
1465,21,0.1,253.0,5,59,3,8,16,2022
1466,19,0.265282,467.0,0,59,3,8,16,2022
1467,12,0.13,791.0,13,59,4,8,15,2022
1468,7,0.12,665.0,13,59,2,8,15,2022
1469,12,0.37,380.0,13,59,0,8,15,2022
1470,23,0.15,305.0,13,59,3,8,15,2022
1471,21,0.265282,15.0,2,25,0,8,14,2022
1472,19,0.265282,45.0,2,59,3,8,13,2022
1473,8,0.13,1900.0,13,59,4,8,12,2022
1474,3,0.1,169.0,13,59,3,8,12,2022
1475,19,0.265282,20.0,2,59,3,8,12,2022
1476,12,0.33,255.0,5,59,2,8,11,2022
1477,12,0.2,218.0,4,59,1,8,11,2022
1478,15,0.08,201.0,5,59,1,8,11,2022
1479,23,0.09,42.0,2,28,1,8,11,2022
1480,12,0.265282,204.0,4,8,0,8,11,2022
1481,22,0.265282,26.0,4,1,0,8,11,2022
1482,7,0.02,24.0,13,59,3,8,11,2022
1483,5,0.1,40.0,3,5,1,8,10,2022
1484,17,0.12,105.0,4,58,0,8,10,2022
1485,21,0.2,160.0,3,59,3,8,10,2022
1486,17,1.0,238.0,4,58,3,8,10,2022
1487,12,0.2,301.0,5,59,3,8,10,2022
1488,12,0.2,75.0,13,59,4,8,9,2022
1489,17,0.3,300.0,4,7,4,8,9,2022
1490,13,0.04,1100.0,13,59,4,8,9,2022
1491,12,0.25,533.0,13,59,2,8,9,2022
1492,17,0.265282,58.0,13,25,2,8,9,2022
1493,23,0.03,338.0,6,5,1,8,9,2022
1494,7,0.265282,504.0,5,59,1,8,9,2022
1495,2,0.17,165.0,0,1,1,8,9,2022
1496,23,0.3,114.0,4,59,1,8,9,2022
1497,12,0.265282,237.0,13,59,0,8,9,2022
1498,24,0.265282,102.0,3,7,0,8,9,2022
1499,12,0.12,272.0,13,59,3,8,9,2022
1500,7,0.15,814.0,0,59,3,8,9,2022
1501,9,1.0,7.0,1,59,3,8,9,2022
1502,18,0.1,166.0,13,59,3,8,9,2022
1503,27,0.265282,504.0,13,59,3,8,9,2022
1504,9,0.265282,478.0,13,59,3,8,9,2022
1505,23,0.15,1400.0,13,59,4,8,8,2022
1506,15,0.15,507.0,7,5,4,8,8,2022
1507,27,0.265282,1300.0,13,59,4,8,8,2022
1508,2,0.265282,535.0,13,59,1,8,8,2022
1509,4,0.265282,188.0,5,59,0,8,8,2022
1510,17,0.05,76.0,13,25,0,8,8,2022
1511,9,0.15,120.0,5,59,3,8,8,2022
1512,4,0.265282,1000.0,8,59,3,8,8,2022
1513,2,0.1,30.0,14,59,2,8,5,2022
1514,23,0.1,28.0,3,7,1,8,5,2022
1515,17,0.17,42.0,2,7,0,8,5,2022
1516,15,0.265282,76.0,3,59,3,8,5,2022
1517,26,0.265282,497.0,5,59,3,8,5,2022
1518,7,0.13,679.0,13,59,4,8,4,2022
1519,23,0.17,157.0,3,7,2,8,4,2022
1520,2,0.17,652.0,0,59,2,8,4,2022
1521,12,0.08,242.0,13,59,2,8,4,2022
1522,5,0.04,166.0,6,22,1,8,4,2022
1523,26,0.265282,85.0,14,59,1,8,4,2022
1524,5,0.33,20.0,2,59,1,8,4,2022
1525,1,0.12,163.0,3,7,1,8,4,2022
1526,26,0.265282,44.0,13,59,1,8,4,2022
1527,12,0.16,100.0,4,59,3,8,4,2022
1528,7,0.2,290.0,3,5,3,8,4,2022
1529,2,0.265282,59.0,14,59,3,8,4,2022
1530,19,0.1,157.0,14,59,3,8,4,2022
1531,5,0.3,20.0,3,23,3,8,4,2022
1532,12,0.265282,244.0,4,59,2,8,3,2022
1533,17,0.2,39.0,2,7,1,8,3,2022
1534,9,0.265282,122.0,13,59,0,8,3,2022
1535,10,0.265282,39.0,3,59,0,8,3,2022
1536,27,0.265282,497.0,6,22,3,8,3,2022
1537,13,0.15,189.0,14,59,3,8,3,2022
1538,2,0.2,542.0,0,17,3,8,3,2022
1539,17,0.15,9.0,12,30,3,8,3,2022
1540,7,0.23,5600.0,13,59,4,8,2,2022
1541,25,0.37,342.0,13,59,2,8,2,2022
1542,5,0.265282,292.0,6,22,2,8,2,2022
1543,15,0.265282,107.0,0,59,1,8,2,2022
1544,20,0.25,175.0,4,59,1,8,2,2022
1545,24,0.05,489.0,8,59,1,8,2,2022
1546,15,0.2,26.0,3,28,1,8,2,2022
1547,10,0.265282,71.0,14,59,0,8,2,2022
1548,20,0.3,75.0,3,59,0,8,2,2022
1549,23,0.08,266.0,6,59,0,8,2,2022
1550,12,0.1,530.0,13,59,3,8,2,2022
1551,18,0.265282,151.0,13,59,3,8,2,2022
1552,7,0.5,58.0,4,5,1,8,1,2022
1553,5,0.265282,1.0,1,59,3,8,1,2022
1554,9,0.265282,194.0,5,22,3,8,1,2022
1555,18,0.265282,157.0,0,58,3,8,1,2022
1556,19,0.265282,157.0,13,59,3,8,1,2022
1557,27,1.0,20.0,2,59,3,8,1,2022
1558,19,0.265282,10.0,2,37,3,8,1,2022
1559,17,1.0,18.0,3,1,1,7,31,2022
1560,10,0.32,15.0,1,25,0,7,31,2022
1561,17,0.5,157.0,0,59,3,7,31,2022
1562,27,0.265282,5000.0,11,22,4,7,29,2022
1563,7,0.25,681.0,4,7,2,7,29,2022
1564,9,0.265282,229.0,5,59,1,7,29,2022
1565,9,0.265282,58.0,3,59,1,7,29,2022
1566,17,0.06,65.0,4,59,0,7,29,2022
1567,28,0.265282,11.0,0,7,0,7,29,2022
1568,3,0.265282,11.0,0,47,3,7,29,2022
1569,9,0.265282,1700.0,13,9,3,7,29,2022
1570,21,1.0,6.0,0,1,3,7,29,2022
1571,21,0.265282,405.0,4,59,2,7,28,2022
1572,5,0.33,51.0,3,59,1,7,28,2022
1573,7,0.2,510.0,14,59,1,7,28,2022
1574,7,0.265282,130.0,13,35,1,7,28,2022
1575,23,0.265282,202.0,13,59,0,7,28,2022
1576,2,0.265282,1.0,1,7,0,7,28,2022
1577,5,0.2,426.0,13,59,3,7,28,2022
1578,23,0.265282,12.0,2,22,3,7,28,2022
1579,24,0.265282,12.0,2,59,3,7,28,2022
1580,19,0.19,72.0,5,59,3,7,28,2022
1581,18,0.265282,17.0,14,59,3,7,28,2022
1582,6,0.2,491.0,0,59,3,7,28,2022
1583,27,0.06,10700.0,13,59,4,7,27,2022
1584,18,0.02,307.0,7,59,0,7,27,2022
1585,3,0.24,98.0,0,7,0,7,27,2022
1586,17,0.04,60.0,6,25,0,7,27,2022
1587,23,0.1,122.0,13,7,4,7,26,2022
1588,21,0.265282,214.0,0,17,1,7,26,2022
1589,19,0.08,111.0,13,25,1,7,26,2022
1590,7,0.17,41.0,3,1,0,7,26,2022
1591,17,0.03,394.0,13,59,0,7,26,2022
1592,22,0.3,22.0,2,59,0,7,26,2022
1593,3,0.06,279.0,4,1,0,7,26,2022
1594,19,0.265282,974.0,14,59,1,7,25,2022
1595,12,0.09,409.0,13,59,0,7,25,2022
1596,12,0.06,272.0,6,59,3,7,25,2022
1597,26,1.0,18.0,14,25,2,7,24,2022
1598,12,0.2,69.0,4,59,1,7,22,2022
1599,10,0.265282,58.0,3,59,1,7,22,2022
1600,7,0.22,15.0,2,5,0,7,22,2022
1601,12,0.05,328.0,5,59,0,7,22,2022
1602,25,0.265282,157.0,0,59,3,7,22,2022
1603,23,0.05,137.0,3,59,3,7,22,2022
1604,12,0.265282,178.0,13,59,3,7,22,2022
1605,24,0.265282,200.0,5,59,3,7,22,2022
1606,20,0.265282,62.0,14,59,3,7,22,2022
1607,3,0.25,490.0,5,58,2,7,21,2022
1608,18,0.35,157.0,5,59,2,7,21,2022
1609,25,0.22,157.0,13,59,2,7,21,2022
1610,8,0.15,404.0,7,59,1,7,21,2022
1611,27,0.1,329.0,5,59,1,7,21,2022
1612,9,0.33,72.0,3,59,1,7,21,2022
1613,12,0.05,42.0,3,59,0,7,21,2022
1614,12,0.1,247.0,6,59,3,7,21,2022
1615,26,0.265282,45.0,3,59,3,7,21,2022
1616,20,0.5,356.0,7,59,3,7,21,2022
1617,20,0.265282,192.0,4,59,3,7,21,2022
