,industry,percentage,funds_raised,stage,country,laid_off_count,month,day,year
544,26,0.265282,497.0,5,59,3,2,2,2023
545,4,0.04,2400.0,13,59,4,2,1,2023
546,2,0.265282,1500.0,13,59,2,2,1,2023
547,2,0.04,719.0,13,59,2,2,1,2023
548,25,0.265282,161.0,13,59,2,2,1,2023
549,19,0.1,415.0,6,59,1,2,1,2023
550,18,0.22,157.0,13,7,1,2,1,2023
551,12,0.28,215.0,4,59,1,2,1,2023
552,3,0.05,536.0,7,59,1,2,1,2023
553,25,0.08,157.0,13,59,0,2,1,2023
554,14,0.03,100.0,12,59,0,2,1,2023
555,18,0.1,28.0,4,59,0,2,1,2023
556,26,0.265282,190.0,4,7,3,2,1,2023
557,18,0.08,80.0,6,59,3,2,1,2023
558,12,0.5,76.0,13,59,3,2,1,2023
559,4,0.08,245.0,13,15,3,2,1,2023
560,2,0.08,157.0,13,59,3,2,1,2023
561,10,0.265282,137.0,3,59,3,2,1,2023
562,9,0.265282,52.0,0,59,3,2,1,2023
563,27,0.06,10700.0,13,59,3,2,1,2023
564,7,0.07,216.0,13,59,4,1,31,2023
565,4,0.08,157.0,13,59,4,1,31,2023
566,10,0.03,230.0,13,59,4,1,31,2023
567,17,0.07,100.0,13,59,4,1,31,2023
568,7,0.2,144.0,13,59,4,1,31,2023
569,4,0.04,344.0,13,17,2,1,31,2023
570,23,0.17,1600.0,13,59,2,1,31,2023
571,7,0.265282,1300.0,5,17,2,1,31,2023
572,2,0.14,235.0,0,59,1,1,31,2023
573,27,0.265282,12.0,0,36,1,1,31,2023
574,7,0.265282,4100.0,13,5,0,1,31,2023
575,25,0.09,80.0,0,25,0,1,31,2023
576,11,0.04,157.0,13,59,3,1,31,2023
577,4,0.08,1100.0,13,7,3,1,31,2023
578,12,0.13,157.0,13,34,4,1,30,2023
579,17,0.15,157.0,14,34,4,1,30,2023
580,27,0.5,629.0,13,58,4,1,30,2023
581,23,0.265282,1400.0,13,59,4,1,30,2023
582,11,0.265282,12.0,13,59,4,1,30,2023
583,9,0.06,1200.0,14,51,4,1,30,2023
584,9,0.04,9900.0,13,17,2,1,30,2023
585,9,0.2,1900.0,9,59,2,1,30,2023
586,23,0.13,205.0,4,17,1,1,30,2023
587,7,0.25,157.0,13,59,3,1,30,2023
588,23,0.265282,322.0,6,5,3,1,30,2023
589,10,0.265282,224.0,4,59,3,1,30,2023
590,3,0.33,176.0,3,59,3,1,30,2023
591,12,0.12,425.0,13,59,3,1,30,2023
592,7,0.265282,3000.0,13,59,3,1,30,2023
593,25,0.265282,43.0,3,15,3,1,29,2023
594,7,0.5,157.0,0,5,1,1,28,2023
595,3,0.265282,101.0,2,59,0,1,28,2023
596,23,0.07,157.0,2,7,2,1,27,2023
597,23,0.06,390.0,6,22,2,1,27,2023
598,23,0.265282,157.0,1,59,2,1,27,2023
599,19,0.265282,157.0,13,59,2,1,27,2023
600,27,0.265282,157.0,0,17,1,1,27,2023
601,3,0.1,100.0,4,48,0,1,27,2023
602,3,0.25,45.0,2,7,0,1,27,2023
603,17,0.17,21.0,3,7,0,1,27,2023
604,12,0.265282,18.0,2,59,3,1,27,2023
605,7,0.265282,273.0,0,42,3,1,27,2023
606,23,0.265282,47.0,2,59,3,1,27,2023
607,19,0.08,157.0,0,17,3,1,27,2023
608,19,0.03,1300.0,13,17,4,1,26,2023
609,4,0.08,455.0,13,59,2,1,26,2023
610,7,0.2,550.0,5,59,0,1,26,2023
611,7,1.0,157.0,13,58,3,1,26,2023
612,19,0.1,43.0,3,59,3,1,26,2023
613,2,0.265282,226.0,5,59,0,1,26,2023
614,11,0.02,157.0,13,59,4,1,25,2023
615,11,0.07,157.0,13,59,4,1,25,2023
616,23,0.265282,50.0,14,59,4,1,25,2023
617,3,0.35,13.0,14,58,4,1,25,2023
618,21,0.25,157.0,0,59,4,1,25,2023
619,12,0.07,550.0,13,59,2,1,25,2023
620,14,0.15,171.0,5,59,2,1,25,2023
621,27,0.07,646.0,5,17,1,1,25,2023
622,12,0.265282,51.0,2,59,3,1,25,2023
623,7,0.265282,157.0,0,25,3,1,25,2023
624,8,0.265282,657.0,7,59,2,1,25,2023
625,7,0.07,157.0,13,5,3,1,25,2023
626,19,0.3,157.0,0,34,3,1,25,2023
627,28,0.17,834.0,13,59,4,1,24,2023
628,12,0.15,379.0,6,59,2,1,24,2023
629,7,0.1,1300.0,6,59,1,1,24,2023
630,24,0.2,36.0,3,7,0,1,24,2023
631,20,0.28,41.0,2,17,0,1,24,2023
632,12,0.265282,14.0,2,59,0,1,24,2023
633,17,0.2,157.0,0,7,0,1,24,2023
634,10,0.1,332.0,4,17,3,1,24,2023
635,7,0.14,160.0,4,59,0,1,24,2023
636,1,0.265282,451.0,3,59,3,1,24,2023
637,20,0.07,173.0,13,59,3,1,24,2023
638,10,0.09,23.0,3,58,3,1,24,2023
639,18,0.06,2100.0,13,52,4,1,23,2023
640,15,0.03,2700.0,15,59,2,1,23,2023
641,17,0.265282,320.0,0,22,1,1,23,2023
642,17,0.1,295.0,13,59,0,1,23,2023
643,23,0.265282,23.0,2,1,0,1,23,2023
644,25,0.17,97.0,3,59,0,1,23,2023
645,17,0.15,69.0,4,59,0,1,23,2023
646,5,0.7,16.0,2,22,3,1,23,2023
647,3,0.1,423.0,0,59,3,1,23,2023
648,17,0.08,117.0,13,59,3,1,23,2023
649,7,0.265282,115.0,4,34,3,1,22,2023
650,2,0.06,26.0,13,59,4,1,20,2023
651,23,0.1,1700.0,13,59,4,1,20,2023
652,9,0.06,3600.0,0,22,4,1,20,2023
653,12,0.08,192.0,14,22,2,1,20,2023
654,18,0.07,307.0,7,59,2,1,20,2023
655,13,0.265282,157.0,14,59,1,1,20,2023
656,10,0.265282,169.0,0,59,1,1,20,2023
657,23,0.1,14.0,0,5,0,1,20,2023
658,12,0.265282,1.0,0,59,0,1,20,2023
659,4,0.27,64.0,4,59,0,1,20,2023
660,7,0.265282,341.0,14,59,3,1,20,2023
661,12,0.7,156.0,4,59,3,1,20,2023
662,4,0.265282,91.0,3,59,3,1,20,2023
663,2,0.265282,157.0,14,59,3,1,20,2023
664,23,0.265282,62.0,14,59,3,1,20,2023
665,7,0.265282,157.0,13,59,4,1,19,2023
666,27,0.265282,1200.0,13,59,4,1,19,2023
667,21,0.265282,22200.0,13,59,4,1,19,2023
668,19,0.35,153.0,3,59,2,1,19,2023
669,23,0.05,965.0,0,59,2,1,19,2023
670,14,0.09,233.0,13,59,1,1,19,2023
671,2,0.265282,21.0,14,59,1,1,19,2023
672,8,0.265282,269.0,5,59,0,1,19,2023
673,27,1.0,2.0,0,59,3,1,19,2023
674,18,0.265282,145.0,6,59,3,1,19,2023
675,11,0.265282,21.0,0,59,3,1,19,2023
676,14,0.265282,521.0,0,59,3,1,19,2023
677,17,0.06,400.0,13,59,3,1,19,2023
678,21,0.7,13.0,2,59,3,1,19,2023
679,12,0.3,225.0,13,59,3,1,19,2023
680,4,0.28,56.0,3,59,3,1,19,2023
681,7,0.265282,41.0,2,1,3,1,19,2023
682,6,0.15,167.0,13,51,3,1,19,2023
683,19,0.05,1.0,13,59,4,1,18,2023
684,25,0.1,125.0,14,59,4,1,18,2023
685,12,0.06,172.0,13,59,4,1,18,2023
686,27,0.2,1300.0,13,59,4,1,18,2023
687,26,0.07,253.0,13,59,2,1,18,2023
688,7,0.2,571.0,13,59,2,1,18,2023
689,19,0.14,69.0,0,7,2,1,18,2023
690,28,0.12,179.0,13,59,2,1,18,2023
691,25,0.12,416.0,7,59,2,1,18,2023
692,7,0.07,1100.0,13,59,2,1,18,2023
693,19,0.24,260.0,13,59,2,1,18,2023
694,17,0.07,300.0,4,7,1,1,18,2023
695,12,0.31,47.0,0,17,0,1,18,2023
696,7,0.03,491.0,7,59,0,1,18,2023
697,9,0.1,275.0,0,59,3,1,18,2023
698,13,0.2,420.0,5,15,1,1,18,2023
699,2,0.15,946.0,13,59,3,1,18,2023
700,12,0.3,204.0,4,8,3,1,18,2023
701,27,0.265282,2000.0,13,58,3,1,18,2023
702,19,0.265282,240.0,5,59,3,1,18,2023
703,20,0.265282,54.0,3,59,3,1,18,2023
704,12,0.2,157.0,13,59,3,1,18,2023
705,13,0.265282,854.0,14,59,3,1,18,2023
706,23,0.14,55.0,13,1,3,1,18,2023
707,23,0.1,1200.0,13,7,4,1,17,2023
708,19,0.03,1300.0,13,59,4,1,17,2023
709,27,1.0,2400.0,0,58,2,1,17,2023
710,27,0.265282,253.0,0,7,2,1,17,2023
711,26,0.15,87.0,5,22,2,1,17,2023
712,19,0.1,336.0,5,5,2,1,17,2023
713,1,0.265282,218.0,3,10,2,1,17,2023
714,19,0.65,92.0,14,59,1,1,17,2023
715,21,0.265282,31.0,3,59,1,1,17,2023
716,19,0.265282,44.0,13,59,0,1,17,2023
717,2,0.265282,59.0,0,59,3,1,17,2023
718,27,0.7,54.0,4,22,3,1,17,2023
719,26,0.16,12.0,13,59,3,1,17,2023
720,19,0.265282,157.0,13,59,3,1,17,2023
721,9,0.265282,2300.0,0,0,3,1,17,2023
722,7,0.265282,2.0,14,59,3,1,17,2023
723,7,0.265282,157.0,13,5,3,1,17,2023
724,7,0.07,157.0,13,5,4,1,16,2023
725,2,0.2,1700.0,9,22,4,1,16,2023
726,9,0.265282,17.0,3,22,1,1,16,2023
727,7,0.3,698.0,4,7,1,1,16,2023
728,9,0.03,382.0,0,22,3,1,16,2023
729,7,0.1,74.0,4,1,3,1,16,2023
730,9,0.02,548.0,0,22,3,1,16,2023
731,9,0.265282,126.0,4,22,2,1,15,2023
732,17,0.3,104.0,4,59,2,1,15,2023
733,9,0.43,21.0,2,22,0,1,15,2023
734,9,0.05,254.0,6,22,3,1,15,2023
735,11,0.265282,157.0,0,9,4,1,13,2023
736,27,0.265282,5000.0,11,22,2,1,13,2023
737,19,0.1,157.0,0,59,2,1,13,2023
738,12,0.265282,101.0,3,59,0,1,13,2023
739,12,1.0,155.0,4,59,3,1,13,2023
740,27,0.265282,1600.0,13,59,3,1,13,2023
741,17,0.265282,2.0,0,59,3,1,13,2023
742,19,0.265282,21.0,14,59,3,1,13,2023
743,20,0.09,114.0,4,59,3,1,13,2023
744,7,0.14,392.0,13,59,2,1,12,2023
745,18,0.4,410.0,7,59,2,1,12,2023
746,26,0.265282,28.0,3,22,2,1,12,2023
747,7,0.39,42.0,3,5,2,1,12,2023
748,3,0.28,490.0,5,58,2,1,12,2023
749,7,0.21,556.0,5,59,2,1,12,2023
750,7,0.265282,41.0,3,22,2,1,12,2023
751,4,0.265282,334.0,0,59,1,1,12,2023
752,12,0.06,157.0,13,59,1,1,12,2023
753,12,0.3,157.0,1,59,1,1,12,2023
754,5,0.265282,51.0,3,59,0,1,12,2023
755,3,0.2,157.0,0,59,3,1,12,2023
756,10,0.15,328.0,7,59,3,1,12,2023
757,2,0.14,158.0,13,59,3,1,12,2023
758,17,0.15,34.0,3,59,3,1,12,2023
759,15,0.2,2400.0,6,59,4,1,11,2023
760,19,0.05,400.0,13,59,4,1,11,2023
761,12,0.15,3500.0,0,59,4,1,11,2023
762,7,0.11,565.0,7,59,2,1,11,2023
763,25,0.06,205.0,12,59,2,1,11,2023
764,3,0.265282,244.0,5,22,1,1,11,2023
765,25,0.265282,349.0,13,59,1,1,11,2023
766,12,0.265282,94.0,3,59,1,1,11,2023
767,19,0.2,157.0,14,59,0,1,11,2023
768,2,0.265282,133.0,4,59,0,1,11,2023
769,10,0.1,1100.0,8,59,3,1,11,2023
770,10,0.15,33.0,4,59,3,1,11,2023
771,10,0.265282,224.0,4,59,3,1,11,2023
772,7,0.08,293.0,5,58,3,1,11,2023
773,3,0.2,549.0,13,59,4,1,10,2023
774,4,0.07,157.0,13,59,4,1,10,2023
775,7,0.28,665.0,13,59,4,1,10,2023
776,7,0.265282,95.0,4,1,2,1,10,2023
777,3,0.11,726.0,5,59,2,1,10,2023
778,25,0.1,125.0,13,59,2,1,10,2023
779,5,0.19,22.0,13,7,1,1,10,2023
780,5,0.265282,190.0,6,22,1,1,10,2023
781,2,0.75,36.0,3,59,1,1,10,2023
782,15,0.05,178.0,4,7,1,1,10,2023
783,10,0.2,157.0,0,22,0,1,10,2023
784,18,0.2,111.0,3,25,0,1,10,2023
785,23,0.265282,120.0,4,59,3,1,10,2023
786,10,0.12,223.0,5,59,3,1,10,2023
787,23,0.265282,383.0,0,59,3,1,10,2023
788,13,0.15,20.0,14,59,3,1,10,2023
789,19,0.21,10.0,2,59,3,1,10,2023
790,8,0.04,404.0,7,59,3,1,10,2023
791,12,0.57,1200.0,13,59,4,1,9,2023
792,12,0.265282,560.0,13,59,3,1,9,2023
793,12,0.2,656.0,13,59,3,1,9,2023
794,4,0.2,602.0,6,59,3,1,9,2023
795,18,0.1,160.0,10,58,1,1,8,2023
796,19,0.03,307.0,13,59,1,1,8,2023
797,17,0.265282,80.0,14,59,0,1,7,2023
798,3,0.2,2.0,0,9,4,1,6,2023
799,12,0.265282,522.0,5,59,2,1,6,2023
800,27,0.05,214.0,5,22,0,1,6,2023
801,25,0.265282,88.0,4,59,3,1,6,2023
802,10,0.265282,30.0,12,59,3,1,6,2023
803,16,0.265282,157.0,0,59,3,1,6,2023
804,23,1.0,40.0,1,59,3,1,6,2023
805,11,0.75,204.0,3,59,3,1,6,2023
806,3,0.3,9.0,2,59,3,1,6,2023
807,12,0.265282,999.0,13,59,4,1,5,2023
808,19,0.5,326.0,13,59,2,1,5,2023
809,7,0.19,646.0,6,59,2,1,5,2023
810,3,0.3,157.0,2,59,1,1,5,2023
811,23,0.02,472.0,7,48,0,1,5,2023
812,2,0.265282,12900.0,13,59,0,1,5,2023
813,23,0.17,176.0,0,59,0,1,5,2023
814,4,0.25,116.0,4,25,0,1,5,2023
815,26,0.08,178.0,12,59,0,1,5,2023
816,11,0.33,50.0,0,25,0,1,5,2023
817,23,0.15,62.0,3,22,0,1,5,2023
818,17,0.15,863.0,6,59,3,1,5,2023
819,21,0.265282,1600.0,13,59,3,1,5,2023
820,13,0.265282,98.0,13,1,3,1,5,2023
821,23,0.2,79.0,13,59,2,1,5,2023
822,12,0.4,173.0,13,59,3,1,5,2023
823,23,0.02,108.0,13,59,4,1,4,2023
824,24,0.1,65.0,13,59,4,1,4,2023
825,4,0.2,282.0,4,59,1,1,4,2023
826,18,0.11,166.0,13,59,1,1,4,2023
827,16,0.05,274.0,6,59,0,1,4,2023
828,12,0.25,530.0,13,59,3,1,4,2023
829,2,0.11,450.0,13,59,3,1,4,2023
830,3,1.0,29.0,0,59,3,1,4,2023
831,10,0.04,157.0,13,59,2,1,3,2023
832,26,0.1,620.0,6,59,1,1,3,2023
833,5,0.3,157.0,14,22,1,1,3,2023
834,2,0.1,9400.0,0,9,3,1,3,2023
835,26,0.03,157.0,13,59,4,1,2,2023
836,11,0.1,50.0,13,59,4,1,1,2023
837,9,0.14,675.0,0,58,3,12,31,2022
838,3,0.265282,23.0,1,28,3,12,31,2022
839,18,0.3,3700.0,13,9,3,12,27,2022
840,3,0.4,8.0,2,47,3,12,27,2022
841,7,0.06,157.0,14,34,2,12,26,2022
842,19,0.15,96.0,3,58,3,12,25,2022
843,21,0.22,157.0,0,1,1,12,23,2022
844,23,0.13,1000.0,6,16,1,12,23,2022
845,21,0.265282,25.0,4,58,1,12,23,2022
846,11,0.265282,157.0,13,59,2,12,22,2022
847,27,0.25,648.0,13,59,4,12,21,2022
848,19,0.5,90.0,2,17,3,12,21,2022
849,9,0.24,50.0,6,48,1,12,20,2022
850,7,0.4,10.0,2,7,0,12,20,2022
851,4,0.265282,63.0,0,58,3,12,20,2022
852,2,0.1,892.0,7,9,3,12,20,2022
853,21,0.13,4.0,14,59,0,12,19,2022
854,12,0.265282,136.0,5,59,3,12,19,2022
855,2,0.265282,7400.0,13,59,3,12,19,2022
856,9,1.0,2.0,0,1,3,12,19,2022
857,7,0.25,29.0,0,17,0,12,16,2022
858,4,0.3,26.0,2,7,0,12,16,2022
859,27,0.265282,157.0,13,7,3,12,16,2022
860,3,0.265282,205.0,3,59,3,12,16,2022
861,7,0.265282,331.0,0,7,3,12,16,2022
862,19,0.1,704.0,0,58,3,12,16,2022
863,7,0.18,183.0,4,59,3,12,16,2022
864,23,0.12,30.0,2,7,3,12,16,2022
865,12,0.15,183.0,4,59,3,12,16,2022
866,23,0.13,224.0,13,59,2,12,15,2022
867,26,0.02,484.0,13,59,1,12,15,2022
868,19,0.31,379.0,4,59,1,12,15,2022
869,10,0.2,76.0,3,59,1,12,15,2022
870,20,0.15,183.0,5,59,3,12,15,2022
871,23,0.3,5100.0,13,23,2,12,14,2022
872,5,0.265282,686.0,5,2,2,12,14,2022
873,27,0.265282,175.0,13,59,1,12,14,2022
874,12,0.04,215.0,0,59,1,12,14,2022
875,9,0.1,64.0,4,59,0,12,14,2022
876,21,0.265282,347.0,4,59,3,12,14,2022
877,2,0.14,698.0,10,59,2,12,13,2022
878,13,0.1,462.0,13,59,1,12,13,2022
879,12,0.09,514.0,6,59,1,12,13,2022
880,17,0.13,157.0,13,59,1,12,13,2022
881,3,0.265282,235.0,3,59,3,12,13,2022
882,5,0.2,192.0,14,59,4,12,12,2022
883,9,0.265282,107.0,14,59,4,12,12,2022
884,24,0.265282,51.0,3,59,0,12,12,2022
885,7,0.265282,189.0,4,59,3,12,12,2022
886,5,0.25,240.0,5,59,1,12,10,2022
887,20,0.1,94.0,3,17,0,12,10,2022
888,7,0.265282,97.0,4,59,3,12,10,2022
889,21,0.265282,281.0,0,59,3,12,10,2022
890,12,0.265282,1600.0,0,22,3,12,10,2022
891,2,0.15,157.0,13,25,4,12,9,2022
892,27,0.36,157.0,14,17,2,12,9,2022
893,12,0.16,174.0,4,5,2,12,9,2022
894,7,0.33,73.0,3,58,1,12,9,2022
895,17,0.115,442.0,5,17,1,12,9,2022
896,7,0.02,537.0,9,59,0,12,9,2022
897,19,1.0,25.0,2,25,3,12,9,2022
898,3,1.0,157.0,0,1,3,12,9,2022
899,19,0.265282,225.0,13,59,3,12,9,2022
900,3,0.1,25.0,3,59,3,12,9,2022
901,20,0.2,1400.0,7,59,4,12,8,2022
902,9,0.03,3600.0,0,22,4,12,8,2022
903,10,0.18,82.0,5,48,2,12,8,2022
904,27,0.3,138.0,4,5,2,12,8,2022
905,7,0.05,220.0,12,59,1,12,8,2022
906,23,0.265282,205.0,4,17,1,12,8,2022
907,27,0.5,231.0,13,25,1,12,8,2022
908,17,0.05,115.0,13,59,1,12,8,2022
909,12,0.265282,459.0,6,59,1,12,8,2022
910,25,0.15,153.0,4,59,0,12,8,2022
911,25,0.04,537.0,12,59,0,12,8,2022
912,3,0.15,932.0,13,59,3,12,8,2022
913,9,0.1,352.0,13,59,3,12,8,2022
914,13,0.265282,32.0,3,59,3,12,8,2022
915,11,0.265282,850.0,13,59,3,12,8,2022
916,5,0.17,150.0,13,59,3,12,8,2022
917,25,0.14,203.0,3,59,3,12,8,2022
918,5,0.265282,292.0,6,22,4,12,7,2022
919,21,0.12,788.0,0,5,4,12,7,2022
920,7,0.2,734.0,5,59,4,12,7,2022
921,27,0.06,567.0,7,59,2,12,7,2022
922,3,0.265282,55.0,2,59,2,12,7,2022
923,14,0.1,125.0,12,59,2,12,7,2022
924,27,0.13,515.0,5,59,2,12,7,2022
925,17,0.13,116.0,14,59,2,12,7,2022
926,2,0.08,613.0,6,59,1,12,7,2022
927,23,0.1,2300.0,0,59,0,12,7,2022
928,21,0.3,114.0,3,59,0,12,7,2022
929,7,0.18,115.0,4,59,0,12,7,2022
930,20,0.17,315.0,7,59,1,12,7,2022
931,9,0.05,139.0,4,23,3,12,7,2022
932,7,0.265282,157.0,14,59,3,12,7,2022
933,7,0.4,679.0,13,59,4,12,6,2022
934,11,0.265282,12.0,13,59,2,12,6,2022
935,18,0.12,696.0,13,59,2,12,6,2022
936,19,0.25,157.0,14,59,2,12,6,2022
937,17,0.265282,2.0,13,59,2,12,6,2022
938,7,0.125,302.0,4,59,1,12,6,2022
939,7,0.08,480.0,0,59,0,12,6,2022
940,25,0.08,165.0,4,25,0,12,6,2022
941,3,0.14,157.0,0,58,0,12,6,2022
942,1,0.13,36.0,3,7,0,12,6,2022
943,14,0.265282,226.0,5,59,3,12,6,2022
944,27,0.265282,630.0,0,36,3,12,6,2022
945,19,0.17,200.0,12,59,3,12,6,2022
946,12,0.25,479.0,5,59,3,12,6,2022
947,7,0.11,647.0,13,59,3,12,6,2022
948,3,0.4,157.0,0,1,1,12,5,2022
949,25,0.1,265.0,6,59,1,12,5,2022
950,7,0.18,103.0,3,25,0,12,5,2022
951,12,0.265282,323.0,3,59,3,12,5,2022
952,23,0.265282,481.0,0,59,3,12,5,2022
953,5,0.265282,22.0,13,7,3,12,5,2022
954,28,0.265282,4000.0,7,22,4,12,3,2022
955,8,0.265282,100.0,4,22,2,12,3,2022
956,3,0.3,157.0,0,48,3,12,3,2022
957,25,0.05,157.0,0,25,2,12,2,2022
958,2,0.265282,1700.0,0,22,2,12,2,2022
959,7,0.15,184.0,4,59,1,12,2,2022
960,21,0.265282,128.0,0,59,0,12,2,2022
961,2,1.0,9.0,0,59,3,12,2,2022
962,23,0.1,372.0,12,48,2,12,1,2022
963,17,0.37,194.0,6,59,2,12,1,2022
964,5,0.5,157.0,0,59,1,12,1,2022
965,20,0.16,212.0,5,59,1,12,1,2022
966,24,0.23,32.0,13,59,0,12,1,2022
967,26,0.12,419.0,5,59,3,12,1,2022
968,12,0.6,229.0,13,59,3,12,1,2022
969,8,0.14,151.0,7,59,3,12,1,2022
970,12,0.25,321.0,13,59,3,12,1,2022
971,7,0.265282,69.0,2,58,3,12,1,2022
972,9,0.06,2500.0,13,59,4,11,30,2022
973,3,0.3,134.0,0,59,4,11,30,2022
974,7,0.34,191.0,5,59,2,11,30,2022
975,23,0.23,140.0,3,23,2,11,30,2022
976,9,0.07,850.0,3,59,2,11,30,2022
977,5,0.265282,64.0,2,17,1,11,30,2022
978,17,0.13,145.0,3,59,1,11,30,2022
979,7,0.03,544.0,5,0,1,11,30,2022
980,5,0.05,118.0,3,22,1,11,30,2022
981,19,0.265282,157.0,0,0,0,11,30,2022
982,23,0.5,40.0,14,58,0,11,30,2022
983,4,0.13,162.0,13,59,3,11,30,2022
984,27,0.265282,157.0,0,59,3,11,30,2022
985,2,0.265282,1500.0,13,59,3,11,30,2022
986,12,0.15,700.0,2,59,3,11,30,2022
987,25,0.265282,167.0,14,59,3,11,30,2022
988,3,0.265282,378.0,4,32,2,11,29,2022
989,23,0.25,144.0,0,58,1,11,29,2022
990,3,0.2,1.0,0,1,0,11,29,2022
991,3,1.0,157.0,0,59,3,11,29,2022
992,12,0.18,162.0,13,59,3,11,29,2022
993,23,0.1,269.0,3,59,3,11,29,2022
994,3,0.265282,157.0,0,36,3,11,29,2022
995,19,0.31,1100.0,4,34,3,11,29,2022
996,7,0.4,13.0,2,32,3,11,29,2022
997,24,0.265282,20.0,2,59,0,11,29,2022
998,19,0.5,604.0,5,17,4,11,28,2022
999,2,0.2,260.0,0,5,4,11,28,2022
1000,22,0.4,157.0,2,22,2,11,28,2022
1001,5,0.06,483.0,5,7,1,11,28,2022
1002,7,0.08,245.0,0,23,1,11,28,2022
1003,3,0.33,100.0,2,59,0,11,28,2022
1004,19,0.1,87.0,5,17,0,11,28,2022
1005,3,1.0,1000.0,6,59,3,11,28,2022
1006,5,0.265282,50.0,0,58,3,11,28,2022
1007,21,0.265282,11.0,2,59,3,11,28,2022
1008,3,0.265282,103.0,3,7,3,11,28,2022
1009,6,0.4,78.0,3,59,3,11,28,2022
1010,7,0.24,22.0,0,34,3,11,27,2022
1011,7,0.265282,389.0,0,58,3,11,26,2022
1012,18,0.05,1700.0,11,22,2,11,25,2022
1013,27,0.2,157.0,0,58,1,11,25,2022
1014,9,0.09,43.0,2,36,0,11,25,2022
1015,3,0.38,17.0,2,0,2,11,24,2022
1016,3,0.2,3.0,0,36,0,11,24,2022
1017,9,0.265282,157.0,14,1,3,11,24,2022
1018,18,0.265282,157.0,3,53,3,11,24,2022
1019,7,1.0,2.0,1,59,3,11,23,2022
1020,23,1.0,6.0,1,7,3,11,23,2022
1021,19,1.0,20.0,2,10,3,11,23,2022
1022,27,0.5,264.0,13,13,3,11,23,2022
1023,11,0.265282,900.0,13,59,4,11,22,2022
1024,23,0.08,92.0,3,23,2,11,22,2022
1025,26,0.265282,11.0,14,5,2,11,22,2022
1026,23,0.08,1000.0,6,48,1,11,22,2022
1027,9,0.265282,57.0,3,48,3,11,22,2022
1028,12,0.265282,809.0,13,59,3,11,22,2022
1029,7,0.265282,770.0,0,25,3,11,22,2022
1030,23,0.2,1200.0,13,36,4,11,21,2022
1031,9,0.1,804.0,4,59,1,11,21,2022
1032,25,0.15,481.0,7,59,3,11,21,2022
1033,7,1.0,157.0,0,59,3,11,21,2022
1034,9,0.04,914.0,11,22,2,11,19,2022
1035,27,0.08,1600.0,13,59,4,11,18,2022
1036,27,0.2,2100.0,5,59,4,11,18,2022
1037,12,0.2,459.0,6,59,2,11,18,2022
1038,27,0.265282,34.0,3,58,1,11,18,2022
1039,7,0.25,281.0,5,59,3,11,18,2022
1040,27,0.265282,1600.0,6,5,3,11,18,2022
1041,3,0.265282,157.0,0,59,3,11,18,2022
1042,5,0.265282,205.0,0,23,3,11,18,2022
1043,18,0.25,18.0,14,59,3,11,18,2022
1044,3,0.15,33.0,2,59,3,11,18,2022
1045,18,0.07,208.0,13,59,2,11,17,2022
1046,21,0.265282,472.0,5,59,2,11,17,2022
1047,21,0.265282,157.0,13,59,2,11,17,2022
1048,7,0.33,281.0,0,52,1,11,17,2022
1049,24,0.265282,54.0,3,59,1,11,17,2022
1050,7,0.25,281.0,5,59,0,11,17,2022
1051,19,0.19,73.0,3,7,0,11,17,2022
1052,7,0.04,278.0,5,7,0,11,17,2022
1053,17,0.09,35.0,2,24,0,11,17,2022
1054,19,0.17,188.0,4,59,3,11,17,2022
1055,18,0.14,157.0,14,59,3,11,17,2022
1056,19,0.13,148.0,4,7,3,11,17,2022
1057,23,0.03,108.0,13,59,4,11,16,2022
1058,13,0.05,2.0,13,59,4,11,16,2022
1059,9,0.21,157.0,4,28,2,11,16,2022
1060,17,0.4,889.0,0,24,2,11,16,2022
1061,19,0.1,235.0,13,59,2,11,16,2022
1062,23,0.11,452.0,7,59,1,11,16,2022
1063,19,0.23,56.0,3,59,1,11,16,2022
1064,17,0.09,436.0,0,59,1,11,16,2022
1065,12,0.22,409.0,13,59,1,11,16,2022
1066,5,0.05,168.0,13,7,3,11,16,2022
1067,27,0.16,63.0,0,17,3,11,16,2022
1068,21,0.25,501.0,0,59,3,11,16,2022
1069,19,0.17,1000.0,5,58,3,11,16,2022
1070,19,0.265282,15.0,2,58,3,11,16,2022
1071,20,1.0,21.0,2,59,3,11,16,2022
1072,4,0.06,2000.0,13,59,2,11,15,2022
1073,19,0.09,453.0,13,59,2,11,15,2022
1074,25,0.17,507.0,6,59,2,11,15,2022
1075,9,1.0,1700.0,13,1,2,11,15,2022
1076,20,0.2,157.0,5,59,2,11,15,2022
1077,21,0.265282,154.0,3,7,1,11,15,2022
1078,18,1.0,157.0,14,59,1,11,15,2022
1079,19,0.16,28.0,0,17,1,11,15,2022
1080,7,0.265282,256.0,5,59,1,11,15,2022
1081,2,0.08,157.0,14,30,1,11,15,2022
1082,24,0.1,164.0,4,59,0,11,15,2022
1083,7,0.25,11.0,3,7,3,11,15,2022
1084,7,1.0,157.0,0,59,3,11,15,2022
1085,9,0.265282,441.0,13,52,3,11,15,2022
1086,23,0.19,381.0,0,59,3,11,15,2022
1087,18,0.12,174.0,3,59,3,11,15,2022
1088,19,0.11,382.0,13,59,3,11,15,2022
1089,2,0.265282,12600.0,13,9,3,11,15,2022
