industry,percentage,funds_raised,stage,country,laid_off_count,month,day,year
17,0.32,442,5,17,'\'(74.5-245.743]\'',2,23,2023
23,0.06,157,0,1,'\'(-inf-74.5]\'',2,23,2023
27,0.265282,400,13,59,'\'(-inf-74.5]\'',2,23,2023
13,0.265282,76,3,59,'\'(-inf-74.5]\'',2,23,2023
3,0.2,607,5,59,'\'(245.743-inf)\'',2,23,2023
3,0.15,61,3,59,'\'(245.743-inf)\'',2,23,2023
12,0.13,157,0,59,'\'(245.743-inf)\'',2,23,2023
18,0.12,157,0,58,'\'(74.5-245.743]\'',2,22,2023
26,0.265282,279,13,59,'\'(74.5-245.743]\'',2,22,2023
12,0.265282,155,4,59,'\'(245.743-inf)\'',2,22,2023
3,0.11,279,4,1,'\'(245.743-inf)\'',2,22,2023
12,0.57,194,14,59,'\'(245.743-inf)\'',2,22,2023
27,1,57,1,59,'\'(245.743-inf)\'',2,22,2023
9,0.7,214,4,50,'\'(245.743-inf)\'',2,21,2023
3,0.2,451,0,22,'\'(74.5-245.743]\'',2,21,2023
18,0.265282,26,0,27,'\'(74.5-245.743]\'',2,21,2023
7,0.265282,406,5,59,'\'(-inf-74.5]\'',2,21,2023
17,0.04,52,3,59,'\'(-inf-74.5]\'',2,21,2023
27,0.265282,157,7,36,'\'(-inf-74.5]\'',2,21,2023
17,0.265282,61,13,16,'\'(245.743-inf)\'',2,21,2023
21,0.265282,121,4,59,'\'(245.743-inf)\'',2,21,2023
23,0.265282,467,13,17,'\'(245.743-inf)\'',2,21,2023
19,0.3,79,3,22,'\'(74.5-245.743]\'',2,20,2023
3,0.05,1000,6,59,'\'(-inf-74.5]\'',2,20,2023
19,0.28,10,1,1,'\'(-inf-74.5]\'',2,20,2023
9,1,9,2,59,'\'(245.743-inf)\'',2,20,2023
11,0.265282,4200,13,25,'\'(74.5-245.743]\'',2,19,2023
11,0.05,50,13,59,'\'(245.743-inf)\'',2,17,2023
2,0.265282,12600,13,9,'\'(245.743-inf)\'',2,17,2023
2,0.265282,290,14,59,'\'(74.5-245.743]\'',2,17,2023
7,0.33,302,4,59,'\'(74.5-245.743]\'',2,17,2023
19,0.265282,105,13,59,'\'(245.743-inf)\'',2,17,2023
3,0.265282,157,0,59,'\'(245.743-inf)\'',2,17,2023
24,0.1,536,13,59,'\'(245.743-inf)\'',2,16,2023
19,0.2,62,14,59,'\'(245.743-inf)\'',2,16,2023
23,0.07,356,13,59,'\'(74.5-245.743]\'',2,16,2023
19,0.03,152,13,59,'\'(74.5-245.743]\'',2,16,2023
15,0.265282,1100,6,59,'\'(245.743-inf)\'',2,16,2023
17,0.06,58,13,25,'\'(245.743-inf)\'',2,15,2023
24,0.08,1100,8,59,'\'(74.5-245.743]\'',2,15,2023
7,0.09,720,5,5,'\'(74.5-245.743]\'',2,15,2023
18,0.265282,22,4,16,'\'(74.5-245.743]\'',2,15,2023
13,0.11,491,13,59,'\'(74.5-245.743]\'',2,15,2023
26,0.04,429,13,59,'\'(74.5-245.743]\'',2,15,2023
7,0.265282,435,7,59,'\'(-inf-74.5]\'',2,15,2023
21,0.265282,180,3,59,'\'(-inf-74.5]\'',2,15,2023
9,0.2,86,2,1,'\'(245.743-inf)\'',2,15,2023
17,0.14,1100,13,59,'\'(245.743-inf)\'',2,15,2023
26,0.265282,214,4,59,'\'(245.743-inf)\'',2,15,2023
18,0.265282,63,3,59,'\'(245.743-inf)\'',2,15,2023
19,0.15,148,4,59,'\'(245.743-inf)\'',2,15,2023
12,0.14,185,13,59,'\'(245.743-inf)\'',2,15,2023
19,0.14,157,13,59,'\'(245.743-inf)\'',2,14,2023
23,0.31,157,14,59,'\'(245.743-inf)\'',2,14,2023
23,1,2,0,17,'\'(-inf-74.5]\'',2,14,2023
10,0.08,11,3,59,'\'(245.743-inf)\'',2,14,2023
12,0.7,40,3,22,'\'(245.743-inf)\'',2,14,2023
5,0.1,311,13,59,'\'(245.743-inf)\'',2,14,2023
19,0.17,614,13,59,'\'(245.743-inf)\'',2,13,2023
19,0.25,212,5,59,'\'(74.5-245.743]\'',2,13,2023
17,1,157,0,59,'\'(74.5-245.743]\'',2,13,2023
23,0.265282,225,4,5,'\'(74.5-245.743]\'',2,13,2023
2,0.07,30,14,59,'\'(74.5-245.743]\'',2,13,2023
12,0.265282,719,7,59,'\'(-inf-74.5]\'',2,13,2023
3,0.265282,170,3,59,'\'(-inf-74.5]\'',2,13,2023
21,0.3,708,0,26,'\'(245.743-inf)\'',2,13,2023
9,0.265282,749,14,48,'\'(245.743-inf)\'',2,13,2023
9,0.265282,1800,6,58,'\'(245.743-inf)\'',2,13,2023
22,0.265282,154,14,59,'\'(245.743-inf)\'',2,13,2023
27,0.11,138,3,23,'\'(245.743-inf)\'',2,12,2023
17,0.2,16,14,59,'\'(74.5-245.743]\'',2,10,2023
12,0.72,278,13,7,'\'(-inf-74.5]\'',2,10,2023
2,0.265282,9400,14,22,'\'(-inf-74.5]\'',2,10,2023
16,0.2,157,12,35,'\'(-inf-74.5]\'',2,10,2023
7,0.265282,140,5,5,'\'(-inf-74.5]\'',2,10,2023
11,0.28,298,13,59,'\'(245.743-inf)\'',2,10,2023
5,0.265282,24,2,59,'\'(-inf-74.5]\'',2,10,2023
2,0.2,6,14,59,'\'(245.743-inf)\'',2,9,2023
9,0.33,526,4,59,'\'(245.743-inf)\'',2,9,2023
9,0.09,1700,13,58,'\'(245.743-inf)\'',2,9,2023
12,0.35,856,9,59,'\'(-inf-74.5]\'',2,9,2023
7,0.1,566,13,59,'\'(74.5-245.743]\'',2,9,2023
20,0.07,413,13,59,'\'(74.5-245.743]\'',2,9,2023
23,0.12,157,13,59,'\'(74.5-245.743]\'',2,9,2023
12,0.17,218,0,59,'\'(74.5-245.743]\'',2,9,2023
25,0.12,192,4,14,'\'(-inf-74.5]\'',2,9,2023
27,0.11,317,13,25,'\'(-inf-74.5]\'',2,9,2023
20,0.1,350,14,59,'\'(245.743-inf)\'',2,9,2023
18,0.265282,157,0,59,'\'(245.743-inf)\'',2,9,2023
3,1,157,0,22,'\'(245.743-inf)\'',2,9,2023
17,0.08,800,13,59,'\'(245.743-inf)\'',2,8,2023
7,0.19,1500,13,59,'\'(245.743-inf)\'',2,8,2023
10,0.05,746,6,59,'\'(74.5-245.743]\'',2,8,2023
24,0.07,583,6,59,'\'(74.5-245.743]\'',2,8,2023
12,0.08,168,6,59,'\'(-inf-74.5]\'',2,8,2023
7,0.25,85,3,59,'\'(-inf-74.5]\'',2,8,2023
27,0.75,63,0,1,'\'(245.743-inf)\'',2,8,2023
7,0.14,278,5,7,'\'(245.743-inf)\'',2,8,2023
12,1,100,4,59,'\'(245.743-inf)\'',2,8,2023
1,0.2,15,14,1,'\'(245.743-inf)\'',2,8,2023
19,0.15,276,13,59,'\'(245.743-inf)\'',2,7,2023
23,0.04,1200,13,59,'\'(-inf-74.5]\'',2,7,2023
25,0.09,83,13,59,'\'(74.5-245.743]\'',2,7,2023
24,0.1,245,14,59,'\'(74.5-245.743]\'',2,7,2023
7,1,299,13,1,'\'(74.5-245.743]\'',2,7,2023
5,0.09,56,12,24,'\'(-inf-74.5]\'',2,7,2023
10,0.19,106,3,59,'\'(245.743-inf)\'',2,7,2023
11,0.05,157,13,59,'\'(245.743-inf)\'',2,6,2023
15,0.07,507,7,5,'\'(245.743-inf)\'',2,6,2023
23,0.265282,80,14,1,'\'(74.5-245.743]\'',2,6,2023
27,0.265282,157,15,59,'\'(74.5-245.743]\'',2,6,2023
17,0.265282,107,14,59,'\'(-inf-74.5]\'',2,6,2023
18,0.25,19,0,22,'\'(-inf-74.5]\'',2,6,2023
24,0.265282,496,7,59,'\'(-inf-74.5]\'',2,6,2023
7,0.265282,2300,0,5,'\'(245.743-inf)\'',2,6,2023
23,0.11,157,0,48,'\'(245.743-inf)\'',2,6,2023
7,0.265282,6,1,25,'\'(245.743-inf)\'',2,6,2023
12,0.265282,183,0,59,'\'(-inf-74.5]\'',2,5,2023
7,0.25,42,3,25,'\'(-inf-74.5]\'',2,5,2023
10,0.15,396,6,59,'\'(74.5-245.743]\'',2,3,2023
15,0.265282,150,6,22,'\'(74.5-245.743]\'',2,3,2023
3,0.2,10,0,59,'\'(74.5-245.743]\'',2,3,2023
23,0.15,30,0,1,'\'(245.743-inf)\'',2,3,2023
5,0.265282,5500,12,22,'\'(245.743-inf)\'',2,2,2023
25,0.05,1200,13,59,'\'(245.743-inf)\'',2,2,2023
19,0.02,157,13,59,'\'(245.743-inf)\'',2,2,2023
12,0.265282,160,4,59,'\'(74.5-245.743]\'',2,2,2023
25,0.07,157,13,58,'\'(74.5-245.743]\'',2,2,2023
19,0.07,476,4,59,'\'(74.5-245.743]\'',2,2,2023
9,0.265282,1800,6,59,'\'(74.5-245.743]\'',2,2,2023
24,0.1,644,7,59,'\'(74.5-245.743]\'',2,2,2023
3,0.265282,157,0,59,'\'(74.5-245.743]\'',2,2,2023
4,0.265282,55,3,59,'\'(-inf-74.5]\'',2,2,2023
5,0.265282,1500,2,59,'\'(-inf-74.5]\'',2,2,2023
19,0.265282,811,13,59,'\'(245.743-inf)\'',2,2,2023
27,0.1,948,13,59,'\'(245.743-inf)\'',2,2,2023
2,0.2,240,13,50,'\'(245.743-inf)\'',2,2,2023
7,0.265282,60,4,35,'\'(245.743-inf)\'',2,2,2023
26,0.265282,497,5,59,'\'(245.743-inf)\'',2,2,2023
4,0.04,2400,13,59,'\'(245.743-inf)\'',2,1,2023
2,0.265282,1500,13,59,'\'(74.5-245.743]\'',2,1,2023
2,0.04,719,13,59,'\'(74.5-245.743]\'',2,1,2023
25,0.265282,161,13,59,'\'(74.5-245.743]\'',2,1,2023
19,0.1,415,6,59,'\'(74.5-245.743]\'',2,1,2023
18,0.22,157,13,7,'\'(-inf-74.5]\'',2,1,2023
12,0.28,215,4,59,'\'(-inf-74.5]\'',2,1,2023
3,0.05,536,7,59,'\'(-inf-74.5]\'',2,1,2023
25,0.08,157,13,59,'\'(-inf-74.5]\'',2,1,2023
14,0.03,100,12,59,'\'(-inf-74.5]\'',2,1,2023
18,0.1,28,4,59,'\'(-inf-74.5]\'',2,1,2023
26,0.265282,190,4,7,'\'(245.743-inf)\'',2,1,2023
18,0.08,80,6,59,'\'(245.743-inf)\'',2,1,2023
12,0.5,76,13,59,'\'(245.743-inf)\'',2,1,2023
4,0.08,245,13,15,'\'(245.743-inf)\'',2,1,2023
2,0.08,157,13,59,'\'(245.743-inf)\'',2,1,2023
10,0.265282,137,3,59,'\'(245.743-inf)\'',2,1,2023
9,0.265282,52,0,59,'\'(245.743-inf)\'',2,1,2023
27,0.06,10700,13,59,'\'(245.743-inf)\'',2,1,2023
7,0.07,216,13,59,'\'(245.743-inf)\'',1,31,2023
4,0.08,157,13,59,'\'(245.743-inf)\'',1,31,2023
10,0.03,230,13,59,'\'(245.743-inf)\'',1,31,2023
17,0.07,100,13,59,'\'(245.743-inf)\'',1,31,2023
7,0.2,144,13,59,'\'(245.743-inf)\'',1,31,2023
4,0.04,344,13,17,'\'(74.5-245.743]\'',1,31,2023
23,0.17,1600,13,59,'\'(74.5-245.743]\'',1,31,2023
7,0.265282,1300,5,17,'\'(74.5-245.743]\'',1,31,2023
2,0.14,235,0,59,'\'(-inf-74.5]\'',1,31,2023
27,0.265282,12,0,36,'\'(-inf-74.5]\'',1,31,2023
7,0.265282,4100,13,5,'\'(-inf-74.5]\'',1,31,2023
25,0.09,80,0,25,'\'(-inf-74.5]\'',1,31,2023
11,0.04,157,13,59,'\'(245.743-inf)\'',1,31,2023
4,0.08,1100,13,7,'\'(245.743-inf)\'',1,31,2023
12,0.13,157,13,34,'\'(245.743-inf)\'',1,30,2023
17,0.15,157,14,34,'\'(245.743-inf)\'',1,30,2023
27,0.5,629,13,58,'\'(245.743-inf)\'',1,30,2023
23,0.265282,1400,13,59,'\'(245.743-inf)\'',1,30,2023
11,0.265282,12,13,59,'\'(245.743-inf)\'',1,30,2023
9,0.06,1200,14,51,'\'(245.743-inf)\'',1,30,2023
9,0.04,9900,13,17,'\'(74.5-245.743]\'',1,30,2023
9,0.2,1900,9,59,'\'(74.5-245.743]\'',1,30,2023
23,0.13,205,4,17,'\'(-inf-74.5]\'',1,30,2023
7,0.25,157,13,59,'\'(245.743-inf)\'',1,30,2023
23,0.265282,322,6,5,'\'(245.743-inf)\'',1,30,2023
10,0.265282,224,4,59,'\'(245.743-inf)\'',1,30,2023
3,0.33,176,3,59,'\'(245.743-inf)\'',1,30,2023
12,0.12,425,13,59,'\'(245.743-inf)\'',1,30,2023
7,0.265282,3000,13,59,'\'(245.743-inf)\'',1,30,2023
25,0.265282,43,3,15,'\'(245.743-inf)\'',1,29,2023
7,0.5,157,0,5,'\'(-inf-74.5]\'',1,28,2023
3,0.265282,101,2,59,'\'(-inf-74.5]\'',1,28,2023
23,0.07,157,2,7,'\'(74.5-245.743]\'',1,27,2023
23,0.06,390,6,22,'\'(74.5-245.743]\'',1,27,2023
23,0.265282,157,1,59,'\'(74.5-245.743]\'',1,27,2023
19,0.265282,157,13,59,'\'(74.5-245.743]\'',1,27,2023
27,0.265282,157,0,17,'\'(-inf-74.5]\'',1,27,2023
3,0.1,100,4,48,'\'(-inf-74.5]\'',1,27,2023
3,0.25,45,2,7,'\'(-inf-74.5]\'',1,27,2023
17,0.17,21,3,7,'\'(-inf-74.5]\'',1,27,2023
12,0.265282,18,2,59,'\'(245.743-inf)\'',1,27,2023
7,0.265282,273,0,42,'\'(245.743-inf)\'',1,27,2023
23,0.265282,47,2,59,'\'(245.743-inf)\'',1,27,2023
19,0.08,157,0,17,'\'(245.743-inf)\'',1,27,2023
19,0.03,1300,13,17,'\'(245.743-inf)\'',1,26,2023
4,0.08,455,13,59,'\'(74.5-245.743]\'',1,26,2023
7,0.2,550,5,59,'\'(-inf-74.5]\'',1,26,2023
7,1,157,13,58,'\'(245.743-inf)\'',1,26,2023
19,0.1,43,3,59,'\'(245.743-inf)\'',1,26,2023
2,0.265282,226,5,59,'\'(-inf-74.5]\'',1,26,2023
11,0.02,157,13,59,'\'(245.743-inf)\'',1,25,2023
11,0.07,157,13,59,'\'(245.743-inf)\'',1,25,2023
23,0.265282,50,14,59,'\'(245.743-inf)\'',1,25,2023
3,0.35,13,14,58,'\'(245.743-inf)\'',1,25,2023
21,0.25,157,0,59,'\'(245.743-inf)\'',1,25,2023
12,0.07,550,13,59,'\'(74.5-245.743]\'',1,25,2023
14,0.15,171,5,59,'\'(74.5-245.743]\'',1,25,2023
27,0.07,646,5,17,'\'(74.5-245.743]\'',1,25,2023
12,0.265282,51,2,59,'\'(245.743-inf)\'',1,25,2023
7,0.265282,157,0,25,'\'(245.743-inf)\'',1,25,2023
8,0.265282,657,7,59,'\'(74.5-245.743]\'',1,25,2023
7,0.07,157,13,5,'\'(245.743-inf)\'',1,25,2023
19,0.3,157,0,34,'\'(245.743-inf)\'',1,25,2023
28,0.17,834,13,59,'\'(245.743-inf)\'',1,24,2023
12,0.15,379,6,59,'\'(74.5-245.743]\'',1,24,2023
7,0.1,1300,6,59,'\'(-inf-74.5]\'',1,24,2023
24,0.2,36,3,7,'\'(-inf-74.5]\'',1,24,2023
20,0.28,41,2,17,'\'(-inf-74.5]\'',1,24,2023
12,0.265282,14,2,59,'\'(-inf-74.5]\'',1,24,2023
17,0.2,157,0,7,'\'(-inf-74.5]\'',1,24,2023
10,0.1,332,4,17,'\'(245.743-inf)\'',1,24,2023
7,0.14,160,4,59,'\'(-inf-74.5]\'',1,24,2023
1,0.265282,451,3,59,'\'(245.743-inf)\'',1,24,2023
20,0.07,173,13,59,'\'(245.743-inf)\'',1,24,2023
10,0.09,23,3,58,'\'(245.743-inf)\'',1,24,2023
18,0.06,2100,13,52,'\'(245.743-inf)\'',1,23,2023
15,0.03,2700,15,59,'\'(74.5-245.743]\'',1,23,2023
17,0.265282,320,0,22,'\'(-inf-74.5]\'',1,23,2023
17,0.1,295,13,59,'\'(-inf-74.5]\'',1,23,2023
23,0.265282,23,2,1,'\'(-inf-74.5]\'',1,23,2023
25,0.17,97,3,59,'\'(-inf-74.5]\'',1,23,2023
17,0.15,69,4,59,'\'(-inf-74.5]\'',1,23,2023
5,0.7,16,2,22,'\'(245.743-inf)\'',1,23,2023
3,0.1,423,0,59,'\'(245.743-inf)\'',1,23,2023
17,0.08,117,13,59,'\'(245.743-inf)\'',1,23,2023
7,0.265282,115,4,34,'\'(245.743-inf)\'',1,22,2023
2,0.06,26,13,59,'\'(245.743-inf)\'',1,20,2023
23,0.1,1700,13,59,'\'(245.743-inf)\'',1,20,2023
9,0.06,3600,0,22,'\'(245.743-inf)\'',1,20,2023
12,0.08,192,14,22,'\'(74.5-245.743]\'',1,20,2023
18,0.07,307,7,59,'\'(74.5-245.743]\'',1,20,2023
13,0.265282,157,14,59,'\'(74.5-245.743]\'',1,20,2023
10,0.265282,169,0,59,'\'(-inf-74.5]\'',1,20,2023
23,0.1,14,0,5,'\'(-inf-74.5]\'',1,20,2023
12,0.265282,1,0,59,'\'(-inf-74.5]\'',1,20,2023
4,0.27,64,4,59,'\'(-inf-74.5]\'',1,20,2023
7,0.265282,341,14,59,'\'(245.743-inf)\'',1,20,2023
12,0.7,156,4,59,'\'(245.743-inf)\'',1,20,2023
4,0.265282,91,3,59,'\'(245.743-inf)\'',1,20,2023
2,0.265282,157,14,59,'\'(245.743-inf)\'',1,20,2023
23,0.265282,62,14,59,'\'(245.743-inf)\'',1,20,2023
7,0.265282,157,13,59,'\'(245.743-inf)\'',1,19,2023
27,0.265282,1200,13,59,'\'(245.743-inf)\'',1,19,2023
21,0.265282,22200,13,59,'\'(245.743-inf)\'',1,19,2023
19,0.35,153,3,59,'\'(74.5-245.743]\'',1,19,2023
23,0.05,965,0,59,'\'(74.5-245.743]\'',1,19,2023
14,0.09,233,13,59,'\'(-inf-74.5]\'',1,19,2023
2,0.265282,21,14,59,'\'(-inf-74.5]\'',1,19,2023
8,0.265282,269,5,59,'\'(-inf-74.5]\'',1,19,2023
27,1,2,0,59,'\'(245.743-inf)\'',1,19,2023
18,0.265282,145,6,59,'\'(245.743-inf)\'',1,19,2023
11,0.265282,21,0,59,'\'(245.743-inf)\'',1,19,2023
14,0.265282,521,0,59,'\'(245.743-inf)\'',1,19,2023
17,0.06,400,13,59,'\'(245.743-inf)\'',1,19,2023
21,0.7,13,2,59,'\'(245.743-inf)\'',1,19,2023
12,0.3,225,13,59,'\'(245.743-inf)\'',1,19,2023
4,0.28,56,3,59,'\'(245.743-inf)\'',1,19,2023
7,0.265282,41,2,1,'\'(245.743-inf)\'',1,19,2023
6,0.15,167,13,51,'\'(245.743-inf)\'',1,19,2023
19,0.05,1,13,59,'\'(245.743-inf)\'',1,18,2023
25,0.1,125,14,59,'\'(245.743-inf)\'',1,18,2023
12,0.06,172,13,59,'\'(245.743-inf)\'',1,18,2023
27,0.2,1300,13,59,'\'(245.743-inf)\'',1,18,2023
26,0.07,253,13,59,'\'(74.5-245.743]\'',1,18,2023
7,0.2,571,13,59,'\'(74.5-245.743]\'',1,18,2023
19,0.14,69,0,7,'\'(74.5-245.743]\'',1,18,2023
28,0.12,179,13,59,'\'(74.5-245.743]\'',1,18,2023
25,0.12,416,7,59,'\'(74.5-245.743]\'',1,18,2023
7,0.07,1100,13,59,'\'(74.5-245.743]\'',1,18,2023
19,0.24,260,13,59,'\'(74.5-245.743]\'',1,18,2023
17,0.07,300,4,7,'\'(-inf-74.5]\'',1,18,2023
12,0.31,47,0,17,'\'(-inf-74.5]\'',1,18,2023
7,0.03,491,7,59,'\'(-inf-74.5]\'',1,18,2023
9,0.1,275,0,59,'\'(245.743-inf)\'',1,18,2023
13,0.2,420,5,15,'\'(-inf-74.5]\'',1,18,2023
2,0.15,946,13,59,'\'(245.743-inf)\'',1,18,2023
12,0.3,204,4,8,'\'(245.743-inf)\'',1,18,2023
27,0.265282,2000,13,58,'\'(245.743-inf)\'',1,18,2023
19,0.265282,240,5,59,'\'(245.743-inf)\'',1,18,2023
20,0.265282,54,3,59,'\'(245.743-inf)\'',1,18,2023
12,0.2,157,13,59,'\'(245.743-inf)\'',1,18,2023
13,0.265282,854,14,59,'\'(245.743-inf)\'',1,18,2023
23,0.14,55,13,1,'\'(245.743-inf)\'',1,18,2023
23,0.1,1200,13,7,'\'(245.743-inf)\'',1,17,2023
19,0.03,1300,13,59,'\'(245.743-inf)\'',1,17,2023
27,1,2400,0,58,'\'(74.5-245.743]\'',1,17,2023
27,0.265282,253,0,7,'\'(74.5-245.743]\'',1,17,2023
26,0.15,87,5,22,'\'(74.5-245.743]\'',1,17,2023
19,0.1,336,5,5,'\'(74.5-245.743]\'',1,17,2023
1,0.265282,218,3,10,'\'(74.5-245.743]\'',1,17,2023
19,0.65,92,14,59,'\'(-inf-74.5]\'',1,17,2023
21,0.265282,31,3,59,'\'(-inf-74.5]\'',1,17,2023
19,0.265282,44,13,59,'\'(-inf-74.5]\'',1,17,2023
2,0.265282,59,0,59,'\'(245.743-inf)\'',1,17,2023
27,0.7,54,4,22,'\'(245.743-inf)\'',1,17,2023
26,0.16,12,13,59,'\'(245.743-inf)\'',1,17,2023
19,0.265282,157,13,59,'\'(245.743-inf)\'',1,17,2023
9,0.265282,2300,0,0,'\'(245.743-inf)\'',1,17,2023
7,0.265282,2,14,59,'\'(245.743-inf)\'',1,17,2023
7,0.265282,157,13,5,'\'(245.743-inf)\'',1,17,2023
7,0.07,157,13,5,'\'(245.743-inf)\'',1,16,2023
2,0.2,1700,9,22,'\'(245.743-inf)\'',1,16,2023
9,0.265282,17,3,22,'\'(74.5-245.743]\'',1,16,2023
7,0.3,698,4,7,'\'(-inf-74.5]\'',1,16,2023
9,0.03,382,0,22,'\'(245.743-inf)\'',1,16,2023
7,0.1,74,4,1,'\'(245.743-inf)\'',1,16,2023
9,0.02,548,0,22,'\'(245.743-inf)\'',1,16,2023
9,0.265282,126,4,22,'\'(74.5-245.743]\'',1,15,2023
17,0.3,104,4,59,'\'(74.5-245.743]\'',1,15,2023
9,0.43,21,2,22,'\'(-inf-74.5]\'',1,15,2023
9,0.05,254,6,22,'\'(245.743-inf)\'',1,15,2023
11,0.265282,157,0,9,'\'(245.743-inf)\'',1,13,2023
27,0.265282,5000,11,22,'\'(74.5-245.743]\'',1,13,2023
19,0.1,157,0,59,'\'(74.5-245.743]\'',1,13,2023
12,0.265282,101,3,59,'\'(-inf-74.5]\'',1,13,2023
12,1,155,4,59,'\'(245.743-inf)\'',1,13,2023
27,0.265282,1600,13,59,'\'(245.743-inf)\'',1,13,2023
17,0.265282,2,0,59,'\'(245.743-inf)\'',1,13,2023
19,0.265282,21,14,59,'\'(245.743-inf)\'',1,13,2023
20,0.09,114,4,59,'\'(245.743-inf)\'',1,13,2023
7,0.14,392,13,59,'\'(74.5-245.743]\'',1,12,2023
18,0.4,410,7,59,'\'(74.5-245.743]\'',1,12,2023
26,0.265282,28,3,22,'\'(74.5-245.743]\'',1,12,2023
7,0.39,42,3,5,'\'(74.5-245.743]\'',1,12,2023
3,0.28,490,5,58,'\'(74.5-245.743]\'',1,12,2023
7,0.21,556,5,59,'\'(74.5-245.743]\'',1,12,2023
7,0.265282,41,3,22,'\'(74.5-245.743]\'',1,12,2023
4,0.265282,334,0,59,'\'(-inf-74.5]\'',1,12,2023
12,0.06,157,13,59,'\'(-inf-74.5]\'',1,12,2023
12,0.3,157,1,59,'\'(-inf-74.5]\'',1,12,2023
5,0.265282,51,3,59,'\'(-inf-74.5]\'',1,12,2023
3,0.2,157,0,59,'\'(245.743-inf)\'',1,12,2023
10,0.15,328,7,59,'\'(245.743-inf)\'',1,12,2023
2,0.14,158,13,59,'\'(245.743-inf)\'',1,12,2023
17,0.15,34,3,59,'\'(245.743-inf)\'',1,12,2023
15,0.2,2400,6,59,'\'(245.743-inf)\'',1,11,2023
19,0.05,400,13,59,'\'(245.743-inf)\'',1,11,2023
12,0.15,3500,0,59,'\'(245.743-inf)\'',1,11,2023
7,0.11,565,7,59,'\'(74.5-245.743]\'',1,11,2023
25,0.06,205,12,59,'\'(74.5-245.743]\'',1,11,2023
3,0.265282,244,5,22,'\'(74.5-245.743]\'',1,11,2023
25,0.265282,349,13,59,'\'(-inf-74.5]\'',1,11,2023
12,0.265282,94,3,59,'\'(-inf-74.5]\'',1,11,2023
19,0.2,157,14,59,'\'(-inf-74.5]\'',1,11,2023
2,0.265282,133,4,59,'\'(-inf-74.5]\'',1,11,2023
10,0.1,1100,8,59,'\'(245.743-inf)\'',1,11,2023
10,0.15,33,4,59,'\'(245.743-inf)\'',1,11,2023
10,0.265282,224,4,59,'\'(245.743-inf)\'',1,11,2023
7,0.08,293,5,58,'\'(245.743-inf)\'',1,11,2023
3,0.2,549,13,59,'\'(245.743-inf)\'',1,10,2023
4,0.07,157,13,59,'\'(245.743-inf)\'',1,10,2023
7,0.28,665,13,59,'\'(245.743-inf)\'',1,10,2023
7,0.265282,95,4,1,'\'(74.5-245.743]\'',1,10,2023
3,0.11,726,5,59,'\'(74.5-245.743]\'',1,10,2023
25,0.1,125,13,59,'\'(74.5-245.743]\'',1,10,2023
5,0.19,22,13,7,'\'(74.5-245.743]\'',1,10,2023
5,0.265282,190,6,22,'\'(-inf-74.5]\'',1,10,2023
2,0.75,36,3,59,'\'(-inf-74.5]\'',1,10,2023
15,0.05,178,4,7,'\'(-inf-74.5]\'',1,10,2023
10,0.2,157,0,22,'\'(-inf-74.5]\'',1,10,2023
18,0.2,111,3,25,'\'(-inf-74.5]\'',1,10,2023
23,0.265282,120,4,59,'\'(245.743-inf)\'',1,10,2023
10,0.12,223,5,59,'\'(245.743-inf)\'',1,10,2023
23,0.265282,383,0,59,'\'(245.743-inf)\'',1,10,2023
13,0.15,20,14,59,'\'(245.743-inf)\'',1,10,2023
19,0.21,10,2,59,'\'(245.743-inf)\'',1,10,2023
8,0.04,404,7,59,'\'(245.743-inf)\'',1,10,2023
12,0.57,1200,13,59,'\'(245.743-inf)\'',1,9,2023
12,0.265282,560,13,59,'\'(245.743-inf)\'',1,9,2023
12,0.2,656,13,59,'\'(245.743-inf)\'',1,9,2023
4,0.2,602,6,59,'\'(245.743-inf)\'',1,9,2023
18,0.1,160,10,58,'\'(-inf-74.5]\'',1,8,2023
19,0.03,307,13,59,'\'(-inf-74.5]\'',1,8,2023
17,0.265282,80,14,59,'\'(-inf-74.5]\'',1,7,2023
3,0.2,2,0,9,'\'(245.743-inf)\'',1,6,2023
12,0.265282,522,5,59,'\'(74.5-245.743]\'',1,6,2023
27,0.05,214,5,22,'\'(-inf-74.5]\'',1,6,2023
25,0.265282,88,4,59,'\'(245.743-inf)\'',1,6,2023
10,0.265282,30,12,59,'\'(245.743-inf)\'',1,6,2023
16,0.265282,157,0,59,'\'(245.743-inf)\'',1,6,2023
23,1,40,1,59,'\'(245.743-inf)\'',1,6,2023
11,0.75,204,3,59,'\'(245.743-inf)\'',1,6,2023
3,0.3,9,2,59,'\'(245.743-inf)\'',1,6,2023
12,0.265282,999,13,59,'\'(245.743-inf)\'',1,5,2023
19,0.5,326,13,59,'\'(74.5-245.743]\'',1,5,2023
7,0.19,646,6,59,'\'(74.5-245.743]\'',1,5,2023
3,0.3,157,2,59,'\'(-inf-74.5]\'',1,5,2023
23,0.02,472,7,48,'\'(-inf-74.5]\'',1,5,2023
2,0.265282,12900,13,59,'\'(-inf-74.5]\'',1,5,2023
23,0.17,176,0,59,'\'(-inf-74.5]\'',1,5,2023
4,0.25,116,4,25,'\'(-inf-74.5]\'',1,5,2023
26,0.08,178,12,59,'\'(-inf-74.5]\'',1,5,2023
11,0.33,50,0,25,'\'(-inf-74.5]\'',1,5,2023
23,0.15,62,3,22,'\'(-inf-74.5]\'',1,5,2023
